,Unique_Reference_Number,Newspaper,Date,Event_Date,Country,State/Province,City,Organization_Hosting,Event_Location,Persons,Price_Event,Revenue,Attendance,Contains_BOF,Aditional_Comments,Archive,Unnamed: 0,'File' Attachments,Notes,Place Published,Location,Record Number,Reference Type,Short Title,Title,Year,Reference Type.1,Edition,Issue,Reporter,County,Event Date
209,,Evening times-Republican,1903-10-01,,,,,,,,,,,,,Chronicling America,209.0,"internal-pdf://0943947730/Evening times-Republican, October 01, 1903.pdf",,Railroad Y.M.C.A rooms,"Marshalltown, Iowa",6545.0, Newspaper Article,Y.M.C.A?,Y.M.C.A?,2-Oct-03,,,,,,
244,R_303,The Massena Observer St. Lawrence County,1903-11-12,12-Nov-03,U.S.,NY,Massena,The Ladies of the Maccabees,Maccabee's Hall,,,,,n,,,,,,,"Massena, NY, U.S.",,,,,,,,,,,
35,R_71,Montreal Gazette,1903-11-14,14-Nov-03,Canada,Quebec,Montreal,Boys' Sunshine Club of Westmount,Victoria Hall,,,,,,,BAnQ,,,,,"Montreal, Quebec, Canada",,,,,,,,,,,
36,R_72,Montreal Gazette,1903-11-16,14-Nov-03,Canada,Quebec,Montreal,Boys' Sunshine Club of Westmount,Victoria Hall,,,,,y,References the same event as R_71,BAnQ,,,,,"Montreal, Quebec, Canada",,,,,,,,,,,
305,,Orleans County Monitor,1903-11-16,,,,,,,,,,,,,Chronicling America,305.0,"internal-pdf://1251300605/Orleans County Monitor, November 16, 1903.pdf",,,"Barton, Vermont",6327.0, Newspaper Article,The Daughters of Liberty,The Daughters of Liberty,14-Nov-03,,,,,,
201,,The Topeka state journal,1903-11-21,,,,,,,,,,,,,Chronicling America,201.0,"internal-pdf://3520709979/The Topeka state journal, November 21, 1903.pdf",Same event is referenced in the issue from November 19,"Residence of Miss Heloise Green, 921 Harrison street","North Topeka, Kansas",6559.0, Newspaper Article,I.I. club of the Church of the Good Shepherd,I.I. club of the Church of the Good Shepherd,20-Nov-03,,,,,,
1,,The Aegis & Intelligencer,1903-12-04,,,,,,,,,,,,,Chronicling America,1.0,"internal-pdf://3936859990/The Aegis & Intelligencer, December 04, 1903.pdf",,Home of Misses Lois H. and Phebe A. Preston,"Bel Air, Maryland",6503.0, Newspaper Article,Misses Lois H. and Phebe A. Preston,Misses Lois H. and Phebe A. Preston,,,,,,,28-Nov-03
34,,The times dispatch,1903-12-17,,,,,,,,,,,,,Chronicling America,34.0,"internal-pdf://1876855542/The times dispatch, December 17, 1903.pdf",,"Railway Y.M.C.A. hall, main street station","Fulton, Virginia",6801.0, Newspaper Article,Railway Y.M.C.A.,Railway Y.M.C.A.,17-Dec-03,,,,,,
32,,Evening times-Republican,1903-12-17,,,,,,,,,,,,,Chronicling America,32.0,"internal-pdf://2040651425/Evening times-Republican, December 17, 1903.pdf",Planned but canceled Conundrum social,Railroad Y.M.C.A. rooms,"Marshalltown, Iowa",6547.0, Newspaper Article,Ladies’ Auxillary,Ladies’ Auxillary,16-Dec-03,,,,,,
88,R_147,Lewis County Democrat,1904-02-03,12-Feb-04,U.S.,NY,Lowville,,Residence of Hiram Schell,Hiram Schell; Rev. A.F. Beebe,,,,n,,,,,,,"Lowville, NY, U.S.",,,,,,,,,,,
144,,The Fargo forum and daily republican,1904-02-11,,,,,,,,,,,,,Chronicling America,144.0,"internal-pdf://2935172774/The Fargo forum and daily republican, February.pdf","Same event is referenced in the issues from February 17, February 20, February 13, and February 15",Presbyterian church,"Fargo, North Dakota",6419.0, Newspaper Article,,,22-Feb-04,,,,,,
69,,The Fargo forum and daily republican,1904-02-17,,,,,,,,,,,,,Chronicling America,69.0,"internal-pdf://1101513917/The Fargo forum and daily republican, February.pdf",,First Presbyterian church,"Fargo, North Dakota",6685.0, Newspaper Article,,,22-Feb-04,,,,,,
247,,The Nebraska advertiser,1904-02-26,,,,,,,,,,,,,Chronicling America,247.0,"internal-pdf://4013483726/The Nebraska advertiser, February 26, 1904.pdf",,Residence of A.N. Harris,"Nemaha City, Nebraska",6312.0, Newspaper Article,Bethel (Shockey) Sunday school,Bethel (Shockey) Sunday school,4-Mar-04,,,,,,
84,,The Times Dispatch,1904-03-04,,,,,,,,,,,,,Chronicling America,84.0,"internal-pdf://0037487768/The Times Dispatch, March 04, 1904.pdf",,Methodist Church,"Richmond, Virginia",6661.0, Newspaper Article,,,,,,,,,4-Mar-04
37,,The Indianapolis Journal,1904-03-13,,,,,,,,,,,,,Chronicling America,37.0,"internal-pdf://0352118600/The Indianapolis Journal, March 13, 1904.pdf",,K. of P. Hall,"Indianapolis, Indiana",6494.0, Newspaper Article,Rathbone Sisters,Rathbone Sisters,,,,,,,11-Mar-04
119,,Orleans County monitor,1904-03-14,,,,,,,,,,,,,Chronicling America,119.0,"internal-pdf://3516805449/Orleans County monitor, March 14, 1904.pdf",,,"Barton Landing, Vermont",6788.0, Newspaper Article,Epworth league,Epworth league,8-Mar-04,,,,,,
184,,Columbia courier,1904-03-18,,,,,,,,,,,,,Chronicling America,184.0,"internal-pdf://2044897751/Columbia courier, March 18, 1904.pdf",Same event is referenced in the same issue twice,Eakin’s hall,"Kennewick, Washington",6815.0, Newspaper Article,Ladies of the M.E. church,Ladies of the M.E. church,,,,,,,
133,,Evening times-Republican,1904-03-18,,,,,,,,,,,,,Chronicling America,133.0,"internal-pdf://3616831733/Evening times-Republican, March 18, 1904.pdf",,"Residence of Miss Rose Ducane, 311 South Second street","Marshalltown, Iowa",6546.0, Newspaper Article,Columbian Hustlers (an auxiliary organization of the Court of Columbian Circle),Columbian Hustlers (an auxiliary organization of the Court of Columbian Circle),17-Mar-04,,,,,,
230,,The Minneapolis journal,1904-03-24,,,,,,,,,,,,,Chronicling America,230.0,"internal-pdf://2534935304/The Minneapolis journal, March 24, 1904.pdf",,Residence of Mrs. O.B. Sprague,"Minneapolis, Minnesota",6263.0, Newspaper Article,Mrs. O.B. Sprague,Mrs. O.B. Sprague,22-Mar-04,,,,,,
86,R_145,Ithaca Daily Journal,1904-03-25,25-Mar-04,U.S.,NY,Ithaca,Epworth league of the State Street Methodist Episcopal Church,Church parlors,,,,,n,,,,,,,"Ithaca, NY, U.S.",,,,,,,,,,,
45,,The Bennington Evening Banner,1904-03-31,,,,,,,,,,,,,Chronicling America,45.0,"internal-pdf://1722060047/The Bennington Evening Banner, April 06, 1904.pdf",Also mentioned April 01.,Parlors of the congregational church,"Bennington, Vermont",6121.0, Newspaper Article,Christian Endeavor Society,Christian Endeavor Society,6-Apr-04,,,,,,
12,R_42,The Evening Sun,1904-04-15,19-Apr-04,Canada,British Columbia,Grand Forks,The Ladies' Aid of the Presbyterian Church,Brick block next to Donaldson's fruit store,,,,,n,A Conundrum tea,British Columbia Historical Newspapers,,,,,"Grand Forks, British Columbia, Canada",,,,,,,,,,,
493,,Windham County Reformer,1904-04-15,,,,,,,,,,,,,Chronicling America,493.0,"internal-pdf://1748349613/Windham County Reformer, April 18, 1904.pdf",,Brattleboro Lodge,"Brattleboro, Vermont",6132.0, Newspaper Article,NEOP,NEOP,18-Apr-04,,,,,,
476,,The Washburn leader,1904-04-16,,,,,,,,,,,,,Chronicling America,476.0,"internal-pdf://0632651476/The Washburn leader, April 16, 1904.pdf",,M.E. church,"Washburn, North Dakota",6411.0, Newspaper Article,Epworth league of Washburn,Epworth league of Washburn,23-Apr-04,,,,,,
14,,The Washburn leader,1904-04-16,,,,,,,,,,,,,Chronicling America,14.0,"internal-pdf://3172685998/The Washburn leader, April 16, 1904.pdf",,M.E. church,"Washburn, North Dakota",6680.0, Newspaper Article,Epworth league from Washburn,Epworth league from Washburn,23-Apr-04,,,,,,
55,,Burlington Weekly Free Press,1904-04-21,,,,,,,,,,,,,Chronicling America,55.0,"internal-pdf://0304089165/Burlington Weekly Free Press, April 21, 1904.pdf",Also mentioned April 28 and May 05.,Baptist Church Vestry,"Burlington, Vermont",6178.0, Newspaper Article,Ladies Village Improvement Society,Ladies Village Improvement Society,22-Apr-04,,,,,,
14,,The Chipley Banner,1904-04-28,,,,,,,,,,,,,Chronicling America,14.0,"internal-pdf://3386519671/The Chipley Banner, April 28, 1904.pdf",,Wells Building,"Chipley, Florida",6490.0, Newspaper Article,Ladies of the Presbyterian Church,Ladies of the Presbyterian Church,,,,,,,3-May-04
145,,Fergus County argus,1904-05-18,,,,,,,,,,,,,Chronicling America,145.0,"internal-pdf://1498617644/Fergus County argus, May 18, 1904.pdf",Contains eBOF; same event is referenced twice in the same newspaper as well as in the issue from May 11,,"Lewiston, Montana",6301.0, Newspaper Article,Ladies’ Aid society of the M.E. church,Ladies’ Aid society of the M.E. church,20-May-04,,,,,,
381,,The Salt Lake Herald,1904-06-19,,,,,,,,,,,,,Chronicling America,381.0,"internal-pdf://3259267544/The Salt Lake Herald, June 19, 1904.pdf",,The home of Mr and Mrs Ed Anderson,"Salt Lake City, Utah",6092.0, Newspaper Article,Mr and Mrs Ed Anderson,Mr and Mrs Ed Anderson,14-Jun-04,,,,,,
47,,The Billings gazette,1904-06-28,,,,,,,,,,,,,Chronicling America,47.0,"internal-pdf://2383132802/The Billings gazette, June 28, 1904.pdf",Same event is referenced in the issue from July 1,Church,"Billings, Montana",6295.0, Newspaper Article,Baptist Young People,Baptist Young People,1-Jul-04,,,,,,
242,,Aberdeen herald,1904-09-19,,,,,,,,,,,,,Chronicling America,242.0,"internal-pdf://1101513916/Aberdeen herald, September 19, 1904.pdf",,Residence of Mrs. Shields,"Aberdeen, Washington",6819.0, Newspaper Article,Ladies’ Aid society of the Presbyterian church,Ladies’ Aid society of the Presbyterian church,21-Sep-19,,,,,,
179,R_238,The Columbia Republican,1904-10-06,14-Oct-04,U.S.,NY,North Germantown,The Epworth League,,,,,,n,"Interesting gender reference: ""supper...conducted entirely by young men. Ladies will please not 'butt in.'"" ",,,,,,"North Germantown, NY, U.S.",,,,,,,,,,,
180,R_239,The Columbia Republican,1904-10-13,14-Oct-04,U.S.,NY,North Germantown,,The league rooms,,,,,n,"Interesting gender reference: ""Everything is to be done by the gentlemen...""",,,,,,"North Germantown, NY, U.S.",,,,,,,,,,,
181,R_240,The Columbia Republican,1904-10-20,14-Oct-04,U.S.,NY,North Germantown,,The league rooms,,,,,n,References the same event as R_239,,,,,,"North Germantown, NY, U.S.",,,,,,,,,,,
453,,The Times Dispatch,1904-11-26,,,,,,,,,,,,,Chronicling America,453.0,"internal-pdf://1105816539/The Times Dispatch, November 26, 1904.pdf",,Dubney’s Hall,"Richmond, Virginia",6392.0, Newspaper Article,Central Council of Daughters of Liberty,Central Council of Daughters of Liberty,28-Nov-04,,,,,,
51,R_110,The Whitesville News,1904-12-22,20-Dec-04,U.S.,NY,Whitesville,Social Purity Band and Literary Club,Open house,,,,,y,,,,,,,"Whitesville, NY, U.S.",,,,,,,,,,,
179,,The News-Herald,1905-01-05,,,,,,,,,,,,,Chronicling America,179.0,"internal-pdf://3130390632/The News-Herald, January 05, 1905.pdf",,,"Hillsboro, Ohio",6692.0, Newspaper Article,P.S.C.E. of the Presbyterian church,P.S.C.E. of the Presbyterian church,,,,,,,
75,,The daily telegram,1905-01-07,,,,,,,,,,,,,Chronicling America,75.0,"internal-pdf://3006968057/The daily telegram, January 07, 1905.pdf",Same event is referenced in the issue from January 5,First Presbyterian church,"Clarksburg, West Virginia",6822.0, Newspaper Article,Y.P.S.C.E.,Y.P.S.C.E.,6-Jan-05,,,,,,
83,,The Times Dispatch,1905-01-12,,,,,,,,,,,,,Chronicling America,83.0,"internal-pdf://2442186203/The Times Dispatch, January 15, 1905.pdf",,,"Richmond, Virginia",6668.0, Newspaper Article,The Ladies of Cheldea Hill Methodist Mission,The Ladies of Cheldea Hill Methodist Mission,,,,,,,15-Jan-05
182,,St. Johnsbury Caledonian,1905-01-25,,,,,,,,,,,,,Chronicling America,182.0,"internal-pdf://0168002244/St. Johnsbury Caledonian, January 25, 1905.pdf",,Methodist church,"St. Johnsbury, Vermont",6764.0, Newspaper Article,Epworth League,Epworth League,,,,,,,
76,R_135,Geneva Advertiser-gazette,1905-01-31,,U.S.,NY,Geneva,The church of Mrs. Sally Watchorn (of Buffalo),Mrs. Sally Watchorn,,,,,n,,,,,,,"Geneva, NY, U.S.",,,,,,,,,,,
292,R_351,The Watertown Herald,1905-02-25,24-Feb-05,U.S.,NY,Copenhagen,The Epworth League Society of the M.E. church,Church parlors,,,,,n,A Washington birthday social - more Americanesque,,,,,,"Copenhagen, NY, U.S.",,,,,,,,,,,
121,,The McCook tribune,1905-03-03,,,,,,,,,,,,,Chronicling America,121.0,"internal-pdf://4131174012/The McCook tribune, March 03, 1905.pdf",,Residence of Mrs. J.G. Inglis,"McCook, Nebraska",6626.0, Newspaper Article,Young People of the Baptist church,Young People of the Baptist church,9-Mar-05,,,,,,
385,,The Salt Lake Tribune,1905-03-05,,,,,,,,,,,,,Chronicling America,385.0,"internal-pdf://1741639525/The Salt Lake Tribune, March 05, 1905.png",,Fifth Ward Amusement Hall,"Salt Lake City, Utah",5999.0, Newspaper Article,The Fifth Ward Amusement Committee,The Fifth Ward Amusement Committee,3-Mar-05,,,,,,
151,,The Free-Lance,1905-03-07,,,,,,,,,,,,,Chronicling America,151.0,"internal-pdf://2365410983/The Free-Lance, March 07, 1905.pdf",,Home of Misses Halsey,"Fredericksburg, Virginia",6384.0, Newspaper Article,,,,,,,,,
122,,East Oregonian,1905-03-10,,,,,,,,,,,,,Chronicling America,122.0,"internal-pdf://2053999922/East Oregonian, March 10, 1905.pdf",Contains eBOF; same event is referenced in the issue from March 9,Church,"Pendleton, Oregon",6700.0, Newspaper Article,Baptist young peoiple,Baptist young peoiple,10-Mar-05,,,,,,
425,,St. Johnsbury Caledonian,1905-03-15,,,,,,,,,,,,,Chronicling America,425.0,"internal-pdf://2577737060/St. Johnsbury Caledonian, March 15, 1905.pdf",,Church vestry,"St. Johnsbury, Vermont",6113.0, Newspaper Article,Epworth League,Epworth League,17-Mar-05,,,,,,
85,,The Times Dispatch,1905-03-16,,,,,,,,,,,,,Chronicling America,85.0,"internal-pdf://2426206500/The Times Dispatch, March 16, 1905.pdf",,Laurel Street M.E. Church,"Richmond, Virginia",6669.0, Newspaper Article,Helping Hand Society,Helping Hand Society,,,,,,,17-Mar-05
279,,Omaha daily bee,1905-03-26,,,,,,,,,,,,,Chronicling America,279.0,"internal-pdf://1402961679/Omaha daily bee, March 26, 1905.pdf",,"Workmen temple, 110 and 112 North Fourteenth street","Omaha, Nebraska",6309.0, Newspaper Article,"Social lodge, No. 110","Social lodge, No. 110",30-Mar-05,,,,,,
81,,The Times Dispatch,1905-04-04,,,,,,,,,,,,,Chronicling America,81.0,"internal-pdf://1101513918/The Times Dispatch, April 04, 1905.pdf",,Residence of Mrs. Lipscomb,"Richmond, Virginia",6670.0, Newspaper Article,The Ladies’ Aid Society of Asbury Church,The Ladies’ Aid Society of Asbury Church,,,,,,,4-Apr-05
7,,The Columbus journal,1905-04-12,,,,,,,,,,,,,Chronicling America,7.0,"internal-pdf://4005446148/The Columbus journal, April 12, 1905.pdf",,Residence of L.A. Harbert,"Columbus, Nebraska",6618.0, Newspaper Article,Epworth League,Epworth League,14-Apr-05,,,,,,
193,,The Jackson herald,1905-04-13,,,,,,,,,,,,,Chronicling America,193.0,"internal-pdf://2886756948/The Jackson herald, April 13, 1905.pdf",,,"Jackson, Missouri",6292.0, Newspaper Article,Ladies’ Aid society of the Oak Ridge Baptist church,Ladies’ Aid society of the Oak Ridge Baptist church,22-Apr-05,,,,,,
318,R_377,Westfield Republican,1905-05-10,13-May-05,U.S.,NY,Westfield,The Ladies Auxiliary of the West Portland cemetery,Odd Fellows' Hall,,,,,n,,,,,,,"Westfield, NY, U.S.",,,,,,,,,,,
319,R_378,Westfield Republican,1905-05-17,13-May-05,U.S.,NY,Westfield,The Ladies Auxiliary of the West Portland cemetery,Odd Fellows' Hall,,,25$ USD,,n,References the same event as R_377,,,,,,"Westfield, NY, U.S.",,,,,,,,,,,
275,,The Ocala evening star,1905-06-05,,,,,,,,,,,,,Chronicling America,275.0,"internal-pdf://1776808929/The Ocala evening star, June 05, 1905.pdf",Same event is referenced in the issues from May 26 and May 30,Odd Fellows’ Hall,"Ocala, Flordia",6073.0, Newspaper Article,Trustees of Mt. Zion A. M.E. church,Trustees of Mt. Zion A. M.E. church,5-Jun-05,,,,,,
122,R_181,Richmond County Advance,1905-06-17,27-Jun-05,U.S.,NY,West New Brighton(?),The Ladies of Trinity M.E. Church,Church Lecture Room,,,,,n,,,,,,,"West New Brighton(?), NY, U.S.",,,,,,,,,,,
123,R_182,Richmond County Advance,1905-06-24,27-Jun-05,U.S.,NY,West New Brighton(?),The Ladies' Aid Society of the Trinity M.E. Church,Church Lecture Room,,25 cents,,,n,"References the same event as R_181.  Also contains a verse invitation (transcribed here): An invitation to all we now extend, / Our conundrum supper to attend. / Queer-titled(?) viands we'll serve Tuesday night. / And hope each one will taste all right. / Boiled roasted, and baked will these dainties be, / But named to test your inqunuity. / We'll serve nothing odd -no, not even hash-- / But familiar dainties we'll give for cash. / In each queerly-named dish you'll find a friend, . E'en though to detect it you're at your wit's end. / That you come to this supper--taste of each dish, / Our chuch ladies sincerely, cordially wish.",,,,,,"West New Brighton(?), NY, U.S.",,,,,,,,,,,
92,,Mower County transcript,1905-07-12,,,,,,,,,,,,,Chronicling America,92.0,"internal-pdf://3080593838/Mower County transcript, July 12, 1905.pdf",,Residence of Miss May Wiseman,"Lansing, Minnesota",6580.0, Newspaper Article,Lansing Union Sunday School,Lansing Union Sunday School,14-Jul-05,,,,,,
19,,St. Johnsbury Caledonian,1905-08-09,,,,,,,,,,,,,Chronicling America,19.0,"internal-pdf://0269441499/St. Johnsbury Caledonian, August 09, 1905.pdf",,Residence of C.G. Mooney,"St. Johnsbury, Vermont",6767.0, Newspaper Article,,,12-Aug-05,,,,,,
334,,Perth Amboy evening news,1905-08-30,,,,,,,,,,,,,Chronicling America,334.0,"internal-pdf://1708302646/Perth Amboy evening news, August 30, 1905.pdf",,Lawn of the church,"Tottenville, New Jersey",6319.0, Newspaper Article,"Ladies’ Aid society of the South Baptist church, of Tottenville","Ladies’ Aid society of the South Baptist church, of Tottenville",8-Sep-05,,,,,,
335,,Perth Amboy evening news,1905-09-08,,,,,,,,,,,,,Chronicling America,335.0,"internal-pdf://0380390179/Perth Amboy evening news, September 08, 1905.pdf",,Lawn of the church,"Tottenville, New Jersey",6397.0, Newspaper Article,Ladies’ Aid society of the South Baptist church of Tottenville,Ladies’ Aid society of the South Baptist church of Tottenville,8-Sep-05,,,,,,
64,,The Salt Lake Herald,1905-09-26,,,,,,,,,,,,,Chronicling America,64.0,"internal-pdf://1402961678/The Salt Lake Herald, September 26, 1905.pdf",,,"Salt Lake City, Utah",6646.0, Newspaper Article,Mrs. H. J. Schultze,Mrs. H. J. Schultze,,,,,,,23-Sep-05
239,,The News-Herald,1905-09-28,,,,,,,,,,,,,Chronicling America,239.0,"internal-pdf://4084960720/The News-Herald, September 28, 1905.pdf",,,"Hillsboro, Ohio",6693.0, Newspaper Article,Miss Ida Diehl,Miss Ida Diehl,19-Sep-05,,,,,,
11,,The aegis & intelligencer,1905-09-29,,,,,,,,,,,,,Chronicling America,11.0,"internal-pdf://1504569913/The aegis & intelligencer, September 29, 1905.pdf",,Residence of Miss Mae F. Snodgrass,"Bel Air, Maryland",6239.0, Newspaper Article,The Strollers’ Club,The Strollers’ Club,21-Sep-05,,,,,,
246,,Perth Amboy evening news,1905-09-29,,,,,,,,,,,,,Chronicling America,246.0,"internal-pdf://3922957432/Perth Amboy evening news, September 29, 1905.pdf",,"Residence of Mrs. D.J. Peppers, Bentley street","Perth Amboy, New Jersey",6627.0, Newspaper Article,Epworth league,Epworth league,28-Sep-05,,,,,,
333,,Perth Amboy evening news,1905-10-24,,,,,,,,,,,,,Chronicling America,333.0,"internal-pdf://1156541311/Perth Amboy evening news, October 24, 1905.pdf",,Mission hall,"Woodbridge, New Jersey",6321.0, Newspaper Article,Ladies’ Aid society of St. Jame’s church of Rosebank,Ladies’ Aid society of St. Jame’s church of Rosebank,24-Oct-05,,,,,,
74,,Shiner Gazette,1905-12-13,,,,,,,,,,,,,Chronicling America,74.0,"internal-pdf://0655495363/Shiner Gazette, December 13, 1905.pdf",,Opera house,"Shiner, Texas",6644.0, Newspaper Article,The Ladies Aid Society of the Methodist Church,The Ladies Aid Society of the Methodist Church,,,,,,,15-Dec-05
54,,The Pensacola Journal,1906-01-26,,,,,,,,,,,,,Chronicling America,54.0,"internal-pdf://1244316431/The Pensacola Journal, January 26, 1906.pdf","Mentioned January 21, 24, 25.","Residence of Mrs. F.M. Williams, corner 13th street and 13th avenue","Pensacola, Florida",6488.0, Newspaper Article,The Epworth League of Gadsden M.E. Church,The Epworth League of Gadsden M.E. Church,,,,,,,26-Jan-06
50,,The Pacific commercial advertiser,1906-02-06,,,,,,,,,,,,,Chronicling America,50.0,"internal-pdf://1101513919/The Pacific commercial advertiser, February 06.pdf",,Methodist parsonage,"Honolulu, Hawaii",6529.0, Newspaper Article,,,6-Feb-06,,,,,,
